2.663257252167740674e+00,3.719162745219362631e-01,1.468605924307995192e-01,2.144256341812034172e+00,2.170746622917280266e+00,-1.491968365016887565e+00,1.193933093811980539e+00,-5.058675935561645076e-01,-4.351664006804288887e-01,-1.556855508499541685e+00,1.018838742848348744e+00,2.202750614369434867e+00,3.281903279071322066e-01,1.641460655276639313e+00,1.613485832320011415e+00,-5.123599727921200886e-01,2.379927718317151442e+00,-2.217954626646786442e-01,2.997299578839515144e-01,-5.494660362540768617e-01
2.424779444328656108e+00,5.818503836774862048e-01,1.240442680184857593e+00,2.006640351607253958e+00,1.220600048981028696e+00,-2.309997275861288557e+00,-3.811855316840494501e-01,5.240312741016626141e-01,-5.829924209316298400e-01,4.875734232021047276e-01,-1.961588996264234108e+00,9.375433296440577324e-01,1.147141512290458687e+00,-5.190382615982270798e-01,6.645332941071511179e-01,-7.020330921231872079e-01,1.080851596197698328e-01,6.134937275187124506e-02,1.484193861118182411e+00,-1.327838678323991939e+00
1.355400062581891829e+00,1.737933787784044615e+00,2.195638641171659966e+00,7.970819300487370640e-01,9.865964793260149079e-01,-1.865953156418937109e+00,6.040256287502143717e-02,4.492914219984843194e-01,-6.541164124907778987e-01,-1.628702703480936265e+00,-2.782494144059974861e-01,1.589393581778283604e+00,4.646937821282306480e-01,-6.197271799271186765e-02,-3.756088109922635643e-01,9.531542603332522345e-01,2.001215209517014593e+00,3.515616195632398355e-02,-2.555337431026093453e-01,-1.407034094864894946e+00
1.691915329229193077e+00,1.008358149199740206e+00,1.078403640678758491e+00,2.336791402068122636e+00,1.530834623694544483e+00,-2.634711927994467739e+00,8.754182399304322182e-01,-4.893577822607975691e-01,-8.060220289490480639e-01,6.402975148791728577e-01,-2.502050483160452199e+00,3.316035592713760138e+00,1.123053089843158325e+00,-7.024613937488857207e-01,-6.074026622513855056e-01,-2.507528276528835365e-01,1.882458392320225382e+00,6.076598512738502489e-01,6.999796396879052196e-01,-3.516660710714087479e+00
3.872390897572773660e+00,-8.133090504097528761e-01,2.343890001390476208e+00,3.522664253672845636e+00,2.614705710922639703e+00,-1.131386827423279229e+00,1.325004679273127595e+00,8.315475508925955772e-01,1.311456536954158203e+00,1.151417801314979839e+00,5.353570220280929881e-01,3.647288366771475054e+00,-2.226807656030744820e-01,-8.347731643069419283e-01,2.370722970209746816e-01,2.118906799189809176e-01,8.827811087650314636e-01,-5.946237164171888634e-02,3.896481296960198071e-01,-1.316033740454041201e+00
8.306578218272000491e-01,-1.148823821469475703e+00,-5.392253316198666324e-01,2.083780470037807309e+00,2.618989391083397678e+00,-2.798756809924825895e+00,7.655820365733498889e-01,-6.978509927523794676e-02,2.196114032574795871e+00,-1.499887796856310684e-01,1.054713767658683743e+00,3.816888316995690200e-01,8.295235994235405919e-02,-4.163371966395390533e-02,4.119598347619408130e-01,-1.110073840463560169e-02,1.363951529622004610e+00,-2.474057687299855146e-01,2.800207959661685231e-01,1.808787982669894934e-01
5.414679481500248581e-01,2.171167988040398900e-01,3.522421769225875909e+00,3.169608332085921187e+00,1.104291332350460397e+00,-1.980505811990125764e+00,1.240098873905175481e+00,3.728391799293240827e-01,-1.230597734725596526e+00,3.061251279059512553e-02,-1.437582628128837747e+00,2.190305009985527462e+00,-3.376300981399441570e-01,5.010706218606111317e-01,8.975734381681566010e-02,-2.048410316720285174e+00,2.221294093906973188e+00,4.482288102313659039e-01,-1.062904638113938649e+00,-1.995858511106274324e+00
9.799895985243600727e-02,-2.322656177494841767e-02,1.155367977190555395e+00,2.585155794785051420e+00,2.494159376817751905e+00,5.123718390159217595e-01,6.426879618269484284e-01,-6.019538724566305676e-01,-7.319297856876977315e-01,6.947200979296441758e-02,-4.585153938204594715e-01,2.753121951691416491e+00,1.212133973053414193e-01,-8.289516383070535399e-01,1.955500129400989384e-01,-2.506498264522324382e-01,7.503617076146122944e-01,3.908499429844586315e-02,-1.131220880564350217e+00,-2.234829785246966516e+00
2.230579283195233131e+00,1.788217991048773881e-01,5.336802233247190941e-01,1.130276414393389439e+00,1.577573596944495282e+00,-3.532121072495342240e-03,-6.003001457219425685e-02,2.755916925704786080e-01,-9.798975291375100483e-02,6.064101142730249361e-01,1.226126074409510242e-01,2.255391824499513476e+00,5.295345600805166919e-01,1.409536989234023041e+00,3.367511817342329628e-01,3.780118975638693257e-01,1.767024207890832255e+00,1.413798026066332425e-01,8.171896088167645011e-01,-1.807808156177403758e+00
3.608872884321812080e-01,-7.439520254068126004e-01,-6.802525157669950806e-01,2.402588473607873087e+00,3.652666474434596022e+00,-3.344671988141596941e+00,1.683967730718102462e+00,-8.097088711711837306e-01,4.338237006997882617e-01,-1.605232901571194581e+00,1.968355660114284589e-01,1.117854626136334240e+00,-7.390866268778423231e-01,-2.995629771298814248e+00,1.203096983962189670e+00,7.224662049566205058e-02,2.046204945972104117e+00,1.305026984862104888e-01,9.853644840264818017e-01,-1.067934183935583370e+00
